uid,text,time,endTime,type,alignment,state
7635,"As pioneer settled California in the 1800's they piled dirt along the river banks forming levees in an attempt to keep rivers from overflowing into their land. But, the levees didn't always stop the floods.",713,725,Testimony,Indeterminate,CA
7639,"In high water, levees often failed or over toped, leaving towns and farmland flooded for weeks at a time. As flood damage mounted communities stop better protection.",725,736,Testimony,Indeterminate,CA
7645,"Begining in the early 1900's the state of California and the US Army Corps of Engineers built many of the dams and bypasses that we still rely on to reduce our flood risk.",736,745,Testimony,Indeterminate,CA
7649,"Today California has one of the world's largest systems of flood risk reduction, dams,  weirs, bypasses, and thousands of miles of levees designed to keep floodwaters away from property and lives. It's called the State-federal flood control system.",745,761,Testimony,Indeterminate,CA
7657,"Through this system water is  carefully managed along its entire journey from the mountains to the sea. Dams and reservoirs ollect rain and snow melt flowing down from the mountains.",761,773,Testimony,Indeterminate,CA
7661,"It's then released gradually in ammounts that levees downstream can hold. After heavy rains for one more water accumulates then levees can handle weirs release into open swaths of land called bypasses, directing flood water away from Central Valley cities.",773,790,Testimony,Indeterminate,CA
7669,"But, while our dams levees bypasses and weirs help reduce the risk of flooding in the Central Valley they are no guarantee against.",790,799,Testimony,Indeterminate,CA
7673,"Floods took lives and caused millions of dollars in damage throughout the Central Valley in 1986 and 1997 and the region remains at risk.",799,810,Testimony,Indeterminate,CA
7677,"Hurricane Katrina in Louisiana was a grave reminder that the risk of living with levees is real. Together the federal government the State of California and many local agencies are working to reduce the risk.",810,823,Testimony,Indeterminate,CA
7685,"Levee improvement projects are ongoing throughout the Central Valley as well as improvements to Folsom Dam. We've made much progress in reducing flood risk in California in recent years. Still living in a flood plain comes with inherent risk.",823,838,Testimony,Indeterminate,CA
7693,"Although, we can never completely eliminate our risk of flooding together we can continue to fight better and smarter ways to manage and live with that risk.",838,860,Testimony,Indeterminate,CA
7695,"Thank you very much for providing that video for us to watch to understand the threat to so many of our communities. You may begin.",860,867,Discussion,Indeterminate,CA
7697,"Thank you very much, I'm really honored to address you at your first meeting of this year. And kind of nice to switch from talking about droughts to talking about the other end of the extreme of floods because I agree that this is something we have to keep in mind.",867,886,Testimony,Indeterminate,CA
7705,"We're only a big storm away from new flood events in California given our topography and our climate so I have a brief slide presentation. Is that something that we can do? I think you have handouts but, just for.",886,906,Testimony,Indeterminate,CA
7713,"And, what I'm going to do for you is just provide a very brief overview of some of the statistics some of which I borrowed from a really excellent study that the Department of Water Resources and the Army Corp came out with in late 2013  and then top that off with some work that we did recently on some of the finance issues in flooding.",906,937,Testimony,Indeterminate,CA
